Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Date
Foot Locker,West,Hawaii,Honolulu,Women's Athletic Footwear,70,525,9187.5,Outlet,36750,8/10/2021
Walmart,West,Hawaii,Honolulu,Men's Apparel,70,525,5512.5,Outlet,36750,8/10/2021
Walmart,West,Hawaii,Honolulu,Men's Street Footwear,55,525,7218.75,Outlet,28875,11/10/2021
Sports Direct,West,Hawaii,Honolulu,Women's Apparel,95,525,19950,Outlet,49875,12/9/2021
Sports Direct,West,Hawaii,Honolulu,Men's Street Footwear,40,525,6300,Outlet,21000,2/17/2021
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,55,525,8662.5,In-store,28875,11/17/2021
West Gear,Southeast,Florida,Orlando,Men's Apparel,90,525,9450,In-store,47250,12/16/2021
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,45,525,8268.75,In-store,23625,4/9/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,35,525,4593.75,In-store,18375,4/9/2021
West Gear,Northeast,New York,Albany,Men's Apparel,60,525,11025,In-store,31500,5/8/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,45,525,7087.5,In-store,23625,9/8/2021
West Gear,Northeast,New York,Albany,Men's Apparel,55,525,10106.25,In-store,28875,9/8/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,50,525,6562.5,In-store,26250,10/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,6300,In-store,21000,3/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,525,7087.5,In-store,23625,5/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,7350,In-store,21000,6/12/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,525,7875,In-store,26250,7/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,525,7350,In-store,21000,8/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,7350,In-store,21000,9/10/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,60,525,9450,In-store,31500,5/25/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,14700,In-store,42000,6/24/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,525,10106.25,In-store,28875,10/24/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,40,525,11550,In-store,21000,4/16/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,525,8268.75,In-store,23625,6/17/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Apparel,60,525,12600,In-store,31500,6/17/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,525,9187.5,In-store,26250,7/15/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,525,6431.25,In-store,18375,8/16/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,55,525,15881.25,In-store,28875,10/17/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,45,525,11812.5,In-store,23625,6/18/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,7350,In-store,18375,10/18/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,35,525,6431.25,In-store,18375,8/11/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,35,525,9187.5,In-store,18375,8/11/2021
West Gear,West,Oregon,Portland,Women's Apparel,60,525,9450,In-store,31500,5/25/2021
West Gear,West,Oregon,Portland,Women's Athletic Footwear,80,525,14700,In-store,42000,6/24/2021
West Gear,West,Oregon,Portland,Men's Athletic Footwear,55,525,10106.25,In-store,28875,10/24/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,45,525,9450,In-store,23625,3/16/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,50,525,10500,In-store,26250,4/17/2021
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,40,525,8400,Online,21000,11/17/2021
Foot Locker,South,Louisiana,New Orleans,Men's Apparel,85,525,20081.25,Online,44625,12/16/2021
West Gear,West,Idaho,Boise,Women's Athletic Footwear,50,525,13125,Online,26250,7/6/2021
West Gear,West,Idaho,Boise,Men's Apparel,55,525,10106.25,Online,28875,7/6/2021
Sports Direct,West,Idaho,Boise,Women's Street Footwear,45,525,9450,Online,23625,10/4/2021
Sports Direct,West,Idaho,Boise,Women's Apparel,45,525,12993.75,Online,23625,10/4/2021
Foot Locker,West,Idaho,Boise,Women's Athletic Footwear,60,525,15750,Online,31500,12/4/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,50,525,9187.5,Online,26250,5/24/2021
Foot Locker,West,Arizona,Phoenix,Women's Apparel,70,525,9187.5,Online,36750,6/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,55,525,11550,Online,28875,7/22/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,50,525,10500,Online,26250,11/23/2021
Kohl's,West,Arizona,Phoenix,Men's Street Footwear,35,525,6431.25,Online,18375,2/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,60,525,11025,Online,31500,8/26/2021
Sports Direct,West,New Mexico,Albuquerque,Women's Apparel,75,525,9843.75,Online,39375,12/25/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,40,525,8400,Online,21000,3/12/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,50,525,10500,Online,26250,4/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,525,11550,Online,28875,6/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,10106.25,Online,28875,6/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,10106.25,Online,28875,7/12/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,45,525,9450,Online,23625,10/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,525,10500,Online,26250,10/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,55,525,11550,Online,28875,11/13/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,525,6300,Online,15750,2/4/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,40,525,7350,Online,21000,3/2/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,45,525,8268.75,Online,23625,4/3/2021
Amazon,Southeast,North Carolina,Charlotte,Women's Street Footwear,25,525,5250,Online,13125,2/11/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,35,525,9187.5,Online,18375,4/10/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,50,525,10500,Online,26250,6/11/2021
Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,55,525,11550,Online,28875,7/9/2021
Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,45,525,9450,Online,23625,8/10/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,40,525,10500,Online,21000,10/11/2021
West Gear,Midwest,Ohio,Columbus,Women's Athletic Footwear,65,525,13650,Online,34125,12/9/2021
West Gear,Midwest,Ohio,Columbus,Men's Apparel,75,525,13781.25,Online,39375,12/9/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,40,525,8400,Online,21000,6/22/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,50,525,10500,Online,26250,9/23/2021
Foot Locker,Southeast,Kentucky,Louisville,Men's Street Footwear,65,525,13650,Online,34125,12/21/2021
Foot Locker,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30,525,5512.5,Online,15750,1/20/2021
Foot Locker,Southeast,Kentucky,Louisville,Women's Street Footwear,20,525,4200,Online,10500,1/20/2021
Foot Locker,Southeast,Kentucky,Louisville,Women's Apparel,30,525,7875,Online,15750,1/20/2021
Walmart,South,Mississippi,Jackson,Women's Street Footwear,50,525,10500,Online,26250,7/16/2021
Walmart,South,Mississippi,Jackson,Women's Street Footwear,50,525,10500,Online,26250,8/17/2021
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,45,525,8268.75,Online,23625,9/16/2021
Sports Direct,South,Mississippi,Jackson,Women's Apparel,75,525,19687.5,Online,39375,11/17/2021
Sports Direct,South,Mississippi,Jackson,Women's Street Footwear,60,525,12600,Online,31500,12/16/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,50,525,9187.5,Online,26250,7/19/2021
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,55,525,10106.25,Online,28875,8/20/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,525,5250,Online,13125,4/20/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,65,525,13650,Online,34125,7/19/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,30,525,6300,Online,15750,10/21/2021
Foot Locker,Midwest,Kansas,Wichita,Men's Street Footwear,40,525,7350,Online,21000,2/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50,525,9187.5,Online,26250,8/12/2021
Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35,525,6431.25,Online,18375,2/9/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,50,525,9187.5,In-store,26250,8/9/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Street Footwear,35,525,5512.5,In-store,18375,6/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Street Footwear,50,525,7875,In-store,26250,8/6/2021
West Gear,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525,9450,In-store,31500,12/5/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,525,7875,In-store,26250,8/3/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,50,525,10500,In-store,26250,8/10/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,50,525,10500,In-store,26250,8/17/2021
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,50,525,10500,In-store,26250,7/20/2021
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,40,525,7350,In-store,21000,1/17/2021
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,40,525,7350,In-store,21000,4/14/2021
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,525,10106.25,In-store,28875,9/13/2021
Kohl's,Northeast,Delaware,Wilmington,Men's Street Footwear,35,525,6431.25,In-store,18375,2/8/2021
Amazon,Northeast,Massachusetts,Boston,Men's Street Footwear,45,525,10631.25,In-store,23625,1/14/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,45,525,10631.25,In-store,23625,4/11/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,60,525,14175,In-store,31500,9/10/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,50,525,10500,In-store,26250,1/21/2021
Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,70,525,12862.5,Outlet,36750,7/17/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,45,520,8190,In-store,23400,11/11/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,45,520,9360,Online,23400,3/21/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,50,520,10400,Online,26000,5/23/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Street Footwear,60,520,9360,In-store,31200,5/7/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,520,5200,In-store,13000,3/9/2021
Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,50,520,9100,In-store,26000,5/6/2021
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,520,8320,In-store,20800,3/3/2021
Kohl's,West,California,Los Angeles,Men's Apparel,50,500,13750,Outlet,25000,3/11/2021
Kohl's,West,California,Los Angeles,Men's Apparel,50,500,13750,Outlet,25000,4/23/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,10000,Outlet,25000,6/30/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,10000,Outlet,25000,7/18/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,12000,Outlet,30000,8/5/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,35,500,7875,Outlet,17500,8/22/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,30,500,5250,Outlet,15000,8/25/2021
Sports Direct,South,Texas,Dallas,Men's Apparel,50,500,7500,Outlet,25000,9/14/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,65,500,16250,Outlet,32500,10/13/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,500,17875,Outlet,32500,11/21/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,500,17875,Outlet,32500,11/27/2021
Kohl's,Midwest,Montana,Billings,Women's Street Footwear,50,500,11250,Outlet,25000,2/10/2021
Kohl's,Midwest,Montana,Billings,Women's Apparel,60,500,7500,Outlet,30000,3/9/2021
Sports Direct,Midwest,Montana,Billings,Women's Street Footwear,30,500,5250,Outlet,15000,3/12/2021
Sports Direct,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,7875,Outlet,17500,3/13/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,35,500,8750,Outlet,17500,3/15/2021
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,20,500,4000,Outlet,10000,3/30/2021
Sports Direct,South,Tennessee,Knoxville,Men's Apparel,45,500,7875,Outlet,22500,4/13/2021
Sports Direct,South,Tennessee,Knoxville,Men's Apparel,55,500,11000,Outlet,27500,5/19/2021
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,9000,Outlet,22500,7/2/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,35,500,9625,Outlet,17500,8/28/2021
Sports Direct,South,Alabama,Birmingham,Men's Apparel,50,500,10000,Outlet,25000,9/4/2021
Sports Direct,South,Alabama,Birmingham,Men's Apparel,60,500,13500,Outlet,30000,10/10/2021
Amazon,Northeast,Maine,Portland,Men's Street Footwear,40,500,7000,Outlet,20000,10/18/2021
Amazon,West,Alaska,Anchorage,Women's Apparel,70,500,10500,Outlet,35000,7/20/2021
Foot Locker,West,Hawaii,Honolulu,Men's Street Footwear,45,500,5625,Outlet,22500,3/9/2021
Foot Locker,West,Hawaii,Honolulu,Men's Street Footwear,60,500,7500,Outlet,30000,4/10/2021
Foot Locker,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,10000,Outlet,40000,7/9/2021
Walmart,West,Hawaii,Honolulu,Women's Apparel,90,500,18000,Outlet,45000,11/10/2021
Sports Direct,West,Hawaii,Honolulu,Women's Street Footwear,80,500,10000,Outlet,40000,12/9/2021
Sports Direct,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,10000,Outlet,40000,12/9/2021
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,60,500,9000,In-store,30000,9/18/2021
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,65,500,8125,In-store,32500,9/18/2021
Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,65,500,9750,In-store,32500,11/17/2021
West Gear,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,6000,In-store,20000,1/12/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,50,500,7500,In-store,25000,5/8/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,50,500,7500,In-store,25000,10/10/2021
West Gear,Northeast,New York,Albany,Men's Apparel,60,500,10500,In-store,30000,10/10/2021
Kohl's,Northeast,New York,Albany,Men's Apparel,50,500,7500,In-store,25000,1/14/2021
Kohl's,Northeast,New York,Albany,Men's Athletic Footwear,40,500,6000,In-store,20000,2/12/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,500,7500,In-store,25000,2/12/2021
Kohl's,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,6000,In-store,20000,4/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,5250,In-store,15000,4/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,40,500,7000,In-store,20000,5/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,7000,In-store,20000,6/12/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,500,7500,In-store,25000,6/12/2021
Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,7000,In-store,20000,7/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,500,7500,In-store,25000,8/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,7000,In-store,20000,9/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,500,7500,In-store,25000,9/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,45,500,7875,In-store,22500,10/12/2021
Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,7875,In-store,22500,11/11/2021
Foot Locker,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,7875,In-store,22500,12/10/2021
Foot Locker,West,Wyoming,Cheyenne,Men's Apparel,55,500,8250,In-store,27500,12/10/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,8750,In-store,25000,5/25/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Street Footwear,25,500,3750,In-store,12500,2/17/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,10000,In-store,25000,5/15/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Apparel,45,500,9000,In-store,22500,8/16/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,35,500,5250,In-store,17500,9/15/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,45,500,9000,In-store,22500,11/16/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,500,6125,In-store,17500,7/17/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,7000,In-store,17500,11/18/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,5250,In-store,15000,12/10/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,45,500,11250,In-store,22500,12/10/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,50,500,8750,In-store,25000,5/25/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,35,500,7000,In-store,17500,2/17/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,45,500,9000,Online,22500,9/18/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,50,500,10000,Online,25000,9/18/2021
West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,50,500,10000,Online,25000,11/17/2021
West Gear,West,Idaho,Boise,Women's Athletic Footwear,35,500,7875,Online,17500,5/5/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,40,500,7000,Online,20000,3/22/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,50,500,8750,Online,25000,4/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,45,500,7875,Online,22500,10/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,50,500,10000,Online,25000,10/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,45,500,7875,Online,22500,11/23/2021
Kohl's,West,New Mexico,Albuquerque,Men's Apparel,60,500,9000,Online,30000,7/25/2021
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,75,500,9375,Online,37500,7/25/2021
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,75,500,9375,Online,37500,11/26/2021
Sports Direct,West,New Mexico,Albuquerque,Women's Street Footwear,60,500,10500,Online,30000,12/25/2021
Sports Direct,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,500,10500,Online,30000,12/25/2021
Sports Direct,West,New Mexico,Albuquerque,Men's Street Footwear,30,500,6000,Online,15000,2/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,55,500,9625,Online,27500,8/13/2021
Foot Locker,Southeast,Georgia,Atlanta,Women's Apparel,70,500,8750,Online,35000,12/12/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,500,5000,Online,12500,4/3/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,500,7875,Online,22500,5/9/2021
Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,10000,Online,25000,6/11/2021
Amazon,Midwest,Ohio,Columbus,Men's Apparel,65,500,11375,Online,32500,6/11/2021
Amazon,Midwest,Ohio,Columbus,Men's Apparel,55,500,9625,Online,27500,8/10/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,25,500,4375,Online,12500,11/10/2021
